Channel,Package,Position,Satellite,Language,Resolution,Encryption,Genre,Type
TV Islam,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
Channel Ten +,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Hope Channel Tanzania,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
WRM TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
Arise & Shine TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
Tumaini TV,Azam TV,7° E,EUTELSAT 7C,Swahili,SD,Encoded,,TV
MTV Base Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Music,TV
National Geographic Wild South Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Documentary,TV
BBC World News Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,News,TV
Aljazeera English,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,News,TV
Colors,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,,TV
SET Asia,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,,TV
MTV India,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Music,TV
News Nation,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,News,TV
KBC Channel 1,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Citizen TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
K24,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
NTV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
KTN Home,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,General,TV
KTN News,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,News,TV
UBC TV,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,General,TV
NTV Uganda,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
NBS TV,Azam TV,7° E,EUTELSAT 7C,Swahili,SD,Encoded,,TV
BBS TV,Azam TV,7° E,EUTELSAT 7C,Swahili,SD,Encoded,,TV
Urban TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
KBS TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
TV 10,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Mibawa TV,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
ZBC TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,General,TV
Jive TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Music,TV
TBC 1,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
Channel Ten,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Clouds TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
ZBC TV,Azam TV,7° E,EUTELSAT 7C,English|Swahili,SD,Encoded,,TV
ZBC 2,Azam TV,7° E,EUTELSAT 7C,English|Swahili,SD,Encoded,,TV
ITV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
EATV 5,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Wasafi TV,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
Mahaasin TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
UTV,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
ESPN Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Sports,TV
ESPN 2 Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Sports,TV
Nina TV English,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Romanza+ Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
StarLife,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
National Geographic South Africa,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Documentary,TV
Travelxp HD,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Travel,TV
Africanews,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,News,TV
NHK World Japan,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,General,TV
France 24 Français,Azam TV,7° E,EUTELSAT 7C,French,SD,Encoded,News,TV
Vijay TV,Azam TV,7° E,EUTELSAT 7C,Tamil,SD,Encoded,,TV
Puthiya Thalaimurai,Azam TV,7° E,EUTELSAT 7C,Tamil,SD,Encoded,News,TV
Asianet Middle East,Azam TV,7° E,EUTELSAT 7C,Malayalam,SD,Encoded,General,TV
Mazhavil Manorama,Azam TV,7° E,EUTELSAT 7C,Malayalam,SD,Encoded,,TV
Sony SAB Asia,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,,TV
Colors Rishtey Asia,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,General,TV
Sony Max UK,Azam TV,7° E,EUTELSAT 7C,Hindi,SD,Encoded,,TV
Kass TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Inooro TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Kameme TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Horizon TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
Bukedde 1,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
Bukedde 2,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
TV West,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Spark TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Salt TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Channel 44,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,Religious,TV
Top TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Channel U,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Select TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Rwanda TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
MBC,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,General,TV
Times TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Zodiak TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Mpira TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Keyona TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Tanzania Safari Channel,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
Star TV,Azam TV,7° E,EUTELSAT 7C,Swahili,SD,Encoded,,TV
TV E,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Capital TV,Azam TV,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Upendo TV,Azam TV,7° E,EUTELSAT 7C,,SD,Encoded,,TV
TNT Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,Films,TV
Kix,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,General,TV
StarLife,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
Motorvision TV,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,,TV
FilmBox Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,Films,TV
FilmBox Family,Canal + Ethiopia,7° E,EUTELSAT 7C,,SD,Encoded,Films,TV
FilmBox Action,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,Films,TV
WildEarth,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,Documentary,TV
Trace Muzika,Canal + Ethiopia,7° E,EUTELSAT 7C,,SD,Encoded,Music,TV
Trace Urban South Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,Music,TV
Mezzo Live HD,Canal + Ethiopia,7° E,EUTELSAT 7C,French,SD,Encoded,Music,TV
Aljazeera English,Canal + Ethiopia,7° E,EUTELSAT 7C,English,SD,Encoded,News,TV
Nollywood TV,Canal + Ethiopia,7° E,EUTELSAT 7C,French,SD,Encoded,,TV
Azam One,Azam TV,7° E,EUTELSAT 7C,Swahili|English,HD,Encoded,,TV
Azam Two,Azam TV,7° E,EUTELSAT 7C,Swahili|English,HD,Encoded,,TV
Sinema Zetu,Azam TV,7° E,EUTELSAT 7C,Swahili,HD,Encoded,Films,TV
Azam Sports,Azam TV,7° E,EUTELSAT 7C,Swahili|English|Chichewa,HD,Encoded,Sports,TV
Azam Sports 2,Azam TV,7° E,EUTELSAT 7C,Swahili|English|Chichewa,HD,Encoded,Sports,TV
Azam Sports 3,Azam TV,7° E,EUTELSAT 7C,Swahili|English|Chichewa,HD,Encoded,Sports,TV
Canal + Cinema 1,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,Films,TV
Canal + Jumbo,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,,TV
Canal + Discover,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Documentary,TV
Canal + Gebeta,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,,TV
Canal + Cinema 2,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,Films,TV
Canal + Sport Ethiopia,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,Sports,TV
Canal + Dik Dik,Canal + Ethiopia,7° E,EUTELSAT 7C,,HD,Encoded,Children,TV
Canal + Action Centre,Canal + Ethiopia,7° E,EUTELSAT 7C,French,HD,Encoded,,TV
FightBox HD,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,,TV
NBA TV,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Sports,TV
E! Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,General,TV
Fashion Africa TV,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,,TV
MCM Top,Canal + Ethiopia,7° E,EUTELSAT 7C,French,HD,Encoded,Music,TV
MTV Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Music,TV
A+ Kids TV,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Children,TV
Cartoon Network Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Children,TV
Boomerang Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Children,TV
Toonami Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Children,TV
Bloomberg Quicktake,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Business,TV
DreamWorks TV MENA,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,,TV
English Club TV,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,,TV
History Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Documentary,TV
Love Nature,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Documentary,TV
Travelxp HD,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Travel,TV
TV5Monde Afrique,Canal + Ethiopia,7° E,EUTELSAT 7C,French,HD,Encoded,,TV
MTV Hits Europe,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Music,TV
MTV Base Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Music,TV
France 24 English,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,News,TV
Sky News International,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,News,TV
DW English,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,,TV
BBC World News Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,News,TV
CNN International Europe,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,News,TV
Bloomberg TV Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Business,TV
France 24 Français,Canal + Ethiopia,7° E,EUTELSAT 7C,French,HD,Encoded,News,TV
W-Sport,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Sports,TV
JimJam Europe,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Children,TV
CBS Reality Africa,Canal + Ethiopia,7° E,EUTELSAT 7C,English,HD,Encoded,Documentary,TV
Ava Entertainment,,7° E,EUTELSAT 7C,Kurdish,HD,Encoded,,TV
Gabon 24,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,News,TV
Tele Congo,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,,TV
CRTV,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,General,TV
CRTV News,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,News,TV
ZNBC TV 4,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Education,TV
Crown TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Sun FM TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Beats TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Millennium TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Q TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Zed TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
ZNBC TV 2,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
ZNBC TV 3,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Religious,TV
ABN TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Power TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Music,TV
Parliament TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Political,TV
Healing Center TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Religious,TV
Chipata TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
KNC TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
North West TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Flava TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
KBN TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Diamond TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Prime TV,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Hope Channel Zambia,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Religious,TV
ORTB TV,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,General,TV
BB 24,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,Business,TV
FashionTV Africa,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,Fashion,TV
Tele Congo,,8° W,EUTELSAT 8 West B,French,SD,Free-to-air,,TV
Alaraby TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,General,TV
Syria TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,General,TV
1 Iraq TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Al Aqila TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Falastini TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Hebron Sat,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Alanwar TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Aljazeera Channel,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
Aljazeera Mubasher,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
Aljazeera English,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,News,TV
Aljazeera Documentary,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Documentary,TV
D Iraq,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Alkarma TV Middle East,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Babel TV,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Al-Sahat TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Alhawyah,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
12 Iraqia,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
LoveWorld Sat,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Religious,TV
Canal 22,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Al-Fady TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Al Horreya TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Almasirah Mubasher,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Alanwar TV 2,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Misr AlBalad,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Allahdhah TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Logos TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Koogi TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Alkeraza TV,,8° W,EUTELSAT 8 West B,Farsi,SD,Free-to-air,Religious,TV
The Savior,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Almasirah TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Iraq Future TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Mariam TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Al Ons TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Suboro TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Nour Kids,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Nour Al Koddass,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Dubai TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,General,TV
Sama Dubai,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Dubai Sports,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Dubai Sports 2,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Dubai Sports 3,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Dubai Racing 2,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Dubai Racing 3,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Noor Dubai,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Dubai Zaman,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Dubai One,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,,TV
Sham TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Bin Othaimeen,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERI TV 1,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Alerth Alnabawi Channel,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Kaifa TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ANB,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
Drama Badawia,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Al M3ali TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
ERTU 3 Al Kahera,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERTU 4 Al Kanal,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERTU 5 Al Askandria,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERTU 6 Al Delta,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERTU 7 Al Saeed,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ERTU 8 Teba,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Sudan Basic Edu,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Education,TV
Al Hadath,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
MBC 5,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
MBC,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
MBC 4,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Films,TV
MBC Drama,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
Citruss TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Shopping,TV
MBC Bollywood,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Sports,TV
MBC 2,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
MBC Action,,8° W,EUTELSAT 8 West B,English,SD,Free-to-air,Sports,TV
MBC 3,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Children,TV
Wanasah,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Music,TV
MBC Maser,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Amaniload TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,,TV
TV Ifa Fayyinaa,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Kingdom Glory TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Nahoo TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,General,TV
Kana TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,General,TV
Vision TV Channel,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Star Cinema 3,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
Alyaoum Cinema,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
Melody Aflam,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
FIB TV,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
MD,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Shareeyah TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Melody Drama,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
IUC,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
ME Sat,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Religious,TV
Alahvaz TV,,8° W,EUTELSAT 8 West B,Farsi,SD,Free-to-air,,TV
Alwilayah TV,,8° W,EUTELSAT 8 West B,Farsi,SD,Free-to-air,,TV
12 Baghdad,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Nesiha TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Al Basrah 1,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
QTV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Al-Sabah TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
Gold Elyoum,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Salam TV,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Al Fallujah TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
New Alkazime TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Om-AlBaneen TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Hamiltan TV,,8° W,EUTELSAT 8 West B,Somali,SD,Free-to-air,,TV
MBCal,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Shinniigaa Channel,,8° W,EUTELSAT 8 West B,Somali,SD,Free-to-air,,TV
Zawya TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,,TV
Elshaddai TV Network,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Arara TV,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,Religious,TV
Sidaama Media Network,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Africa TV 1,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,,TV
Jin TV,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,,TV
7 Spirits TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Net TV,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,General,TV
Neu TV,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,,TV
Sudan Bukra,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Med Muzîk,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,Music,TV
Kirkuk TV,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,,TV
Mereja TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,,TV
NRT 4,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Kingdom Glory TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Gospel TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Omg Channel,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
LuaLua TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Jesus TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Amozhgary TV,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,,TV
NRT 3 Kids,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,Children,TV
Babylon TV,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
Vision TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Sada FM TV,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Christ Mission TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
Al Qamar Al Hashimy,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Al Karama News,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,News,TV
NRT 2,,8° W,EUTELSAT 8 West B,,SD,Free-to-air,,TV
MaEzer Semay TV,,8° W,EUTELSAT 8 West B,Amharic,SD,Free-to-air,Religious,TV
GK Channel,,8° W,EUTELSAT 8 West B,Kurdish,SD,Free-to-air,,TV
Aljokar Cinema,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
Aljokar Drama,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Aljokar Mosalsalat,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,,TV
Aljokar Aflam,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Films,TV
Batoot Kids,,8° W,EUTELSAT 8 West B,Arabic,SD,Free-to-air,Children,TV
